customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
customerID-009586,Female,1,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),38.52,812.49,No
customerID-009595,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),,751.91,No
customerID-009597,Male,0,Yes,No,20,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,42.22,509.81,No
customerID-009598,Male,0,No,No,4,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,55.18,918.35,No
customerID-009602,Male,1,No,No,18,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),39.71,3749.15,No
customerID-009603,Male,1,No,No,,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),26.35,349.43,No
customerID-009606,Female,2,No,No,10,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,30.88,686.49,No
customerID-009607,Female,0,No,No,11,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,,749.58,No
customerID-009611,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,39.79,295.82,No
customerID-009612,Male,0,No,No,3,No,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),39.03,391.53,No
customerID-009618,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),21.76,506.46,No
customerID-009619,Male,1,Yes,No,8,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),27.22,3749.15,Yes
customerID-009621,Female,0,No,No,10,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),83.52,630.56,No
customerID-009623,Female,1,Yes,No,13,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,42.12,605.06,No
customerID-009629,Male,0,No,No,10,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.78,911.87,No
customerID-009630,Female,2,No,No,8,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.39,1786.28,No
customerID-009631,Male,0,No,No,,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.85,415.46,Yes
customerID-009636,Male,1,No,No,77,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,23.62,520.02,Yes
customerID-009639,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),61.34,445.2,No
customerID-009645,Female,2,No,No,18,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.57,1276.58,No
customerID-009646,Male,1,No,No,9,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,21.03,1068.05,No
customerID-009647,Male,1,No,No,22,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,19.59,497.27,No
customerID-009652,Female,1,No,No,12,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.13,1663.32,No
customerID-009656,Male,0,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,25.31,1349.65,No
customerID-009657,Female,1,Yes,No,89,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.45,252.42,No
customerID-009666,Female,1,Yes,No,18,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),44.43,295.34,No
customerID-009671,Female,1,No,No,3,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,80.14,1200.36,No
customerID-009672,Male,0,No,No,13,No,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.21,733.99,No
customerID-009676,Female,0,No,No,2,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,75.26,2521.08,No
customerID-009679,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.47,217.66,No
customerID-009686,Female,0,No,No,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),43.18,1165.7,Yes
customerID-009691,Female,1,Yes,No,44,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,7.1,892.89,No
customerID-009692,Female,0,No,No,79,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,121.84,571.59,No
customerID-009693,Female,0,No,No,6,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,18.3,653.87,No
customerID-009694,Male,1,No,No,4,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.39,389.02,No
customerID-009696,Male,1,No,No,21,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),,334.38,Yes
customerID-009698,Female,1,No,No,13,No,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),145.32,432.57,No
customerID-009701,Male,0,No,No,15,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),58.97,1204.47,No
customerID-009706,Male,0,Yes,No,5,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.83,2195.8,No
customerID-009707,Female,1,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),29.92,340.05,No
customerID-009710,Male,0,No,No,,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),16.8,149.79,Yes
customerID-009714,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.85,835.75,Yes
customerID-009717,Male,2,No,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,71.21,897.51,No
customerID-009718,Female,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,120.6,552.28,No
customerID-009719,Female,2,Yes,No,21,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,25.89,395.71,No
customerID-009725,Male,0,No,No,,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.14,277.47,No
customerID-009730,Male,0,No,No,3,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.8,2065.93,No
customerID-009731,Male,0,No,No,75,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),106.95,254.72,No
customerID-009734,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.81,231.85,No
customerID-009736,Female,1,Yes,No,16,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,55.03,622.44,No
customerID-009738,Male,1,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,19.7,303.48,Yes
customerID-009750,Male,1,No,No,3,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,36.24,543.85,No
customerID-009751,Male,1,No,No,7,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,34.14,730.92,No
customerID-009759,Male,1,No,No,10,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,28.25,514.76,No
customerID-009760,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.48,1108.72,No
customerID-009762,Female,0,No,No,10,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.12,219.18,No
customerID-009763,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.91,466.9,No
customerID-009765,Male,0,No,No,28,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.65,1771.96,No
customerID-009768,Male,1,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),27.44,690.78,No
customerID-009772,Male,0,Yes,No,8,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.14,668.51,Yes
customerID-009779,Male,0,No,No,5,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.35,816.39,No
customerID-009780,Male,0,No,No,12,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),169.45,1058.94,No
customerID-009781,Male,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,62.85,243.91,No
customerID-009782,Female,0,No,No,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,61.48,3749.15,No
customerID-009791,Female,3,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),35.23,199.99,No
customerID-009797,Female,1,No,No,45,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,12.03,3380.84,No
customerID-009799,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.13,729.29,No
customerID-009800,Male,0,No,No,,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,69.18,791.47,No
customerID-009802,Male,0,No,No,18,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,79.42,1071.3,No
customerID-009815,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),52.63,222.86,No
customerID-009822,Male,1,No,No,66,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,42.12,963.94,Yes
customerID-009823,Male,0,Yes,No,10,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,169.45,541.39,No
customerID-009825,Female,1,No,No,8,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.35,3749.15,No
customerID-009827,Male,2,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,20.35,639.63,No
customerID-009829,Male,0,No,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,28.24,1167.32,No
customerID-009835,Male,0,Yes,No,23,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),153.79,230.72,Yes
customerID-009837,Male,1,No,No,8,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.37,485.61,No
customerID-009838,Male,0,No,No,14,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,46.89,250.3,No
customerID-009844,Male,1,No,No,21,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.86,303.29,No
customerID-009845,Male,0,No,No,11,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.36,132.14,No
customerID-009846,Male,0,Yes,No,27,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,93.08,150.42,Yes
customerID-009847,Female,0,Yes,No,41,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.32,468.83,No
customerID-009850,Female,0,No,No,22,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,55.2,1447.7,No
customerID-009852,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,,1096.6,No
customerID-009855,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,86.54,154.89,No
customerID-009858,Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.79,488.93,No
customerID-009864,Male,1,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),76.72,1156.9,No
customerID-009868,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),,729.39,No
customerID-009869,Male,2,No,No,3,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,73.51,743.23,No
customerID-009870,Female,0,No,No,40,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,78.39,232.57,No
customerID-009873,Male,1,No,No,6,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.35,171.25,No
customerID-009881,Male,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),48.44,507.65,No
customerID-009886,Female,1,No,No,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.89,217.39,No
customerID-009891,Male,0,No,No,4,No,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,15.38,308.62,No
customerID-009896,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,23.87,1988.9,No
customerID-009901,Male,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,110.82,51.6,No
customerID-009903,Male,0,No,No,48,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,27.82,1745.37,No
customerID-009906,Female,2,No,No,19,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.66,323.63,No
customerID-009908,Male,0,No,No,3,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.91,2526.2,No
customerID-009910,Female,0,No,No,,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),127.38,1263.82,No
customerID-009915,Female,0,Yes,No,56,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,,160.44,No
customerID-009916,Male,1,Yes,No,6,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),17.25,270.6,No
customerID-009920,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),92.62,2727.18,No
customerID-009925,Female,0,No,No,3,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,31.98,1328.14,No
customerID-009926,Male,1,No,No,10,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.32,2005.17,No
customerID-009932,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.11,3233.98,No
customerID-009934,Male,0,No,No,7,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.21,495.61,No
customerID-009936,Male,1,No,No,10,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),35.58,506.01,No
customerID-009937,Female,0,Yes,No,67,No,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,95.03,2944.61,Yes
customerID-009939,Female,1,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.47,1474.28,No
customerID-009940,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.29,2527.27,No
customerID-009942,Male,0,No,No,25,No,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,169.45,549.83,No
customerID-009943,Female,0,No,No,,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),144.2,531.6,No
customerID-009944,Male,0,Yes,No,21,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.22,938.74,No
customerID-009948,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,,905.08,No
customerID-009953,Female,0,No,No,7,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,,167.18,No
customerID-009957,Male,0,No,No,8,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),38.49,383.1,No
customerID-009966,Male,1,No,No,15,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),129.7,499.74,No
customerID-009967,Male,0,No,No,40,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,26.39,299.34,No
customerID-009968,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),26.97,1095.12,No
customerID-009970,Female,0,Yes,No,,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.95,836.86,No
customerID-009974,Male,1,No,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.62,253.9,No
customerID-009976,Female,0,No,No,12,No,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,52.65,985.18,No
customerID-009979,Male,0,Yes,No,18,No,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,62.09,810.29,No
customerID-009980,Female,1,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),34.44,244.55,No
customerID-009984,Female,0,No,No,29,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.33,1603.21,No
customerID-009985,Male,0,No,No,12,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.15,361.61,No
customerID-009987,Male,0,No,No,15,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.23,699.58,No
customerID-009989,Female,1,No,No,3,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.84,236.24,No
customerID-009993,Male,0,No,No,5,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,52.07,297.68,No
customerID-009994,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.54,850.86,No
customerID-009996,Male,1,No,No,8,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,25.71,577.73,No
customerID-009997,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),,788.97,No
customerID-010003,Male,1,No,No,3,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),42.06,176.61,No
customerID-010004,Female,1,No,No,2,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.69,1076.39,No
customerID-010006,Male,1,No,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),94.35,550.88,No
customerID-010009,Male,2,No,No,29,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,45.4,1125.71,No
customerID-010014,Male,0,No,No,2,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),15.81,3749.15,No
customerID-010022,Female,1,No,No,27,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.9,332.17,No
customerID-010023,Female,2,No,No,5,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,,765.22,No
customerID-010028,Male,0,No,No,89,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,24.9,307.69,No
customerID-010029,Female,2,No,No,10,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.81,276.48,No
customerID-010032,Female,0,No,No,,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.91,372.89,No
customerID-010037,Female,2,Yes,No,11,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,50.96,754.14,No
customerID-010040,Female,3,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.57,3587.88,No
customerID-010041,Female,0,No,No,24,No,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),27.74,159.19,No
customerID-010043,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.04,429.33,No
customerID-010044,Male,0,No,No,9,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,89.04,623.93,No
customerID-010047,Female,2,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,26.81,152.46,No
customerID-010049,Male,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,,1496.18,No
customerID-010051,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),23.27,671.87,No
customerID-010057,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),67.37,748.2,No
customerID-010058,Male,3,Yes,No,26,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.05,1640.9,No
customerID-010059,Male,0,Yes,No,14,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,37.68,218.52,Yes
customerID-010061,Male,0,No,No,39,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),39.22,1364.85,No
customerID-010066,Male,1,No,No,13,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,36.49,945.43,No
customerID-010069,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.77,2078.62,No
customerID-010070,Male,1,Yes,No,15,No,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,86.76,548.75,No
customerID-010071,Female,1,Yes,No,23,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),89.76,197.12,No
customerID-010072,Male,0,Yes,No,16,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),27.75,761.75,Yes
customerID-010073,Female,0,No,No,3,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.38,574.67,Yes
customerID-010074,Male,0,No,No,20,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,32.5,707.92,No
customerID-010075,Female,0,No,No,3,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.65,803.48,No
customerID-010076,Male,0,No,No,,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,33.32,982.48,Yes
customerID-010077,Male,0,No,No,10,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),37.02,161.92,No
customerID-010079,Male,0,No,No,12,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,13.55,871.26,Yes
customerID-010080,Male,0,Yes,No,10,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.06,263.54,Yes
customerID-010082,Male,0,No,No,14,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),63.73,2440.69,No
customerID-010084,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,,3556.79,No
customerID-010088,Male,0,Yes,No,5,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,26.13,883.04,No
customerID-010090,Female,0,No,No,,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.73,1077.16,No
customerID-010092,Female,0,Yes,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,59.98,603.92,No
customerID-010094,Female,0,No,No,8,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),73.5,1015.49,No
customerID-010095,Female,0,No,No,3,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.29,542.45,No
customerID-010100,Male,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),79.53,1840.04,No
customerID-010102,Male,0,Yes,No,71,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,55.92,344.96,Yes
customerID-010103,Male,0,Yes,No,,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.86,919.17,No
customerID-010104,Female,0,No,No,26,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,29.68,1457.64,No
customerID-010105,Female,1,No,No,3,No,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,94.86,693.93,No
customerID-010110,Female,1,No,No,11,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,,3036.48,No
customerID-010111,Male,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,22.91,387.33,No
customerID-010112,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.94,392.65,No
customerID-010115,Male,0,No,No,20,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.35,859.63,No
customerID-010116,Male,0,No,No,23,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,,190.99,No
customerID-010118,Female,1,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,734.96,No
customerID-010121,Male,0,No,No,18,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),29.11,648.64,No
customerID-010122,Male,1,No,No,48,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,49.06,654.04,No
customerID-010126,Male,3,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),43.0,854.22,No
